"Provincia","Sexo","Edad","Nivel_educativo","Victimizacion","Inseguridad","Satisfaccion_democracia","Confianza_policia"
"Junín","Mujer",70,"Media",0,1,0,0
"Junín","Mujer",18,"Media",0,1,0,0
"Junín","Mujer",25,"Media",0,0,0,1
"Junín","Mujer",24,"Media",0,1,0,0
"Junín","Mujer",38,"Media",1,1,0,1
"Junín","Mujer",36,"Baja",0,1,0,0
"Junín","Mujer",24,"Media",0,0,0,0
"Junín","Mujer",31,"Alta",0,1,0,0
"Junín","Mujer",58,"Alta",1,0,0,0
"Junín","Mujer",64,"Alta",1,1,0,0
"Junín","Mujer",41,"Media",0,0,0,0
"Junín","Mujer",60,"Media",1,1,0,0
"Junín","Mujer",18,"Media",0,1,0,0
"Junín","Mujer",30,"Alta",1,1,0,0
"Junín","Mujer",60,"Media",0,0,0,0
"Junín","Mujer",63,"Media",0,1,0,0
"Junín","Mujer",22,"Alta",0,0,1,1
"Junín","Mujer",29,"Media",0,1,0,0
"Junín","Mujer",36,"Media",0,1,0,0
"Junín","Mujer",30,"Media",0,1,0,0
"Junín","Mujer",64,"Baja",0,1,0,0
"Junín","Mujer",55,"Alta",1,1,0,0
"Junín","Mujer",40,"Media",0,1,0,0
"Junín","Mujer",26,"Alta",0,0,1,0
"San Martín","Mujer",46,"Media",0,1,1,0
"San Martín","Mujer",45,"Media",0,1,0,0
"San Martín","Mujer",19,"Alta",1,1,0,0
"San Martín","Mujer",58,"Baja",0,0,0,0
"San Martín","Mujer",66,"Alta",1,1,0,1
"San Martín","Mujer",41,"Baja",0,1,1,1
"San Martín","Mujer",48,"Media",0,0,0,0
"San Martín","Mujer",30,"Alta",1,1,0,0
"San Martín","Mujer",45,"Media",0,1,0,0
"San Martín","Mujer",33,"Alta",1,1,0,0
"San Martín","Mujer",35,"Alta",0,1,0,1
"San Martín","Mujer",44,"Baja",0,0,0,0
"San Martín","Mujer",23,"Alta",0,1,0,0
"San Martín","Mujer",25,"Media",0,1,1,0
"San Martín","Mujer",28,"Alta",0,1,1,0
"San Martín","Mujer",49,"Media",0,1,0,0
"San Martín","Mujer",21,"Media",0,0,0,0
"San Martín","Mujer",43,"Alta",0,0,0,0
"San Martín","Mujer",62,"Media",0,0,0,0
"San Martín","Mujer",22,"Alta",0,0,0,0
"San Martín","Mujer",24,"Alta",1,1,0,0
"San Martín","Mujer",36,"Alta",1,1,1,0
"San Martín","Mujer",26,"Media",1,0,0,0
"San Martín","Mujer",30,"Alta",1,1,0,1
"San Martín","Mujer",43,"Alta",0,1,0,0
"San Martín","Mujer",20,"Alta",0,0,0,1
"San Martín","Mujer",33,"Alta",1,0,0,0
"San Martín","Mujer",44,"Alta",0,1,0,0
"San Martín","Mujer",26,"Media",1,0,0,0
"San Martín","Mujer",22,"Alta",0,0,1,0
"San Martín","Mujer",45,"Alta",0,0,0,0
"San Martín","Mujer",67,"Baja",0,1,NA,0
"San Martín","Mujer",64,"Media",0,0,1,1
"San Martín","Mujer",57,"Media",0,0,0,0
"San Martín","Mujer",21,"Alta",0,0,0,0
"San Martín","Mujer",35,"Baja",0,NA,NA,1
"San Martín","Mujer",42,"Alta",0,1,0,1
"San Martín","Mujer",59,"Alta",0,0,0,0
"San Martín","Mujer",25,"Alta",0,0,0,1
"San Martín","Mujer",30,"Alta",1,0,0,0
"San Martín","Mujer",57,"Media",0,0,1,1
"San Martín","Mujer",23,"Media",0,1,0,0
"Lambayeque","Mujer",41,"Media",0,0,1,1
"Lambayeque","Mujer",78,"Baja",1,0,1,0
"Lambayeque","Mujer",60,"Media",0,1,1,1
"Lambayeque","Mujer",55,"Media",1,1,0,0
"Lambayeque","Mujer",34,"Media",0,1,0,0
"Lambayeque","Mujer",23,"Media",0,0,1,0
"Lambayeque","Mujer",35,"Media",0,0,0,0
"Lambayeque","Mujer",19,"Media",0,0,1,0
"Lambayeque","Mujer",27,"Baja",0,1,0,0
"Lambayeque","Mujer",65,"Media",1,1,0,0
"Lambayeque","Mujer",34,"Media",1,1,0,1
"Lambayeque","Mujer",35,"Media",1,1,0,1
"Lambayeque","Mujer",27,"Alta",0,0,0,0
"Lambayeque","Mujer",18,"Media",0,1,0,0
"Lambayeque","Mujer",31,"Media",0,0,0,0
"Lambayeque","Mujer",29,"Media",0,0,0,1
"Lambayeque","Mujer",57,"Baja",0,1,0,0
"Lambayeque","Mujer",57,"Media",0,0,0,1
"Lima","Hombre",56,"Media",0,1,0,0
"Lima","Hombre",62,"Media",0,0,0,0
"Lima","Hombre",19,"Media",0,1,1,1
"Lima","Hombre",25,"Alta",0,1,1,1
"Lima","Hombre",45,"Media",1,1,0,0
"Lima","Hombre",28,"Media",1,1,0,0
"Lima","Hombre",51,"Alta",0,0,1,1
"Lima","Hombre",36,"Alta",1,1,0,1
"Lima","Hombre",58,"Baja",0,0,NA,0
"Lima","Hombre",34,"Alta",1,1,0,1
"Lima","Hombre",20,"Media",0,1,0,0
"Lima","Hombre",30,"Media",0,1,0,0
"Lima","Hombre",23,"Media",1,1,0,0
"Lima","Hombre",40,"Media",1,1,0,0
"Lima","Hombre",33,"Media",0,1,0,1
"Lima","Hombre",39,"Media",0,1,1,0
"Lima","Hombre",27,"Media",0,1,0,0
"Lima","Hombre",22,"Alta",0,1,0,0
"Lima","Hombre",38,"Media",0,1,1,0
"Lima","Hombre",24,"Media",0,0,0,1
"Lima","Hombre",69,"Media",0,0,0,0
"Lima","Hombre",50,"Media",0,1,0,0
"Lima","Hombre",18,"Media",0,1,1,0
"Lima","Hombre",64,"Baja",0,1,1,0
"Lima","Hombre",40,"Baja",0,1,0,0
"Lima","Hombre",37,"Alta",0,1,1,0
"Lima","Hombre",34,"Alta",0,0,0,0
"Lima","Hombre",18,"Alta",0,1,0,0
"Lima","Mujer",63,"Media",0,0,0,0
"Lima","Mujer",18,"Alta",0,0,1,0
"Lima","Mujer",31,"Alta",0,0,0,0
"Lima","Mujer",31,"Alta",0,0,0,0
"Lima","Mujer",33,"Alta",0,0,0,1
"Lima","Mujer",77,"Alta",0,0,0,0
"Lima","Mujer",45,"Alta",0,0,1,1
"Lima","Mujer",21,"Media",0,1,0,0
"Lima","Mujer",18,"Media",1,0,0,0
"Lima","Mujer",36,"Alta",1,0,0,0
"Lima","Mujer",19,"Alta",0,0,0,1
"Lima","Mujer",55,"Alta",0,0,0,0
"Lima","Mujer",31,"Media",0,1,0,0
"Lima","Mujer",38,"Alta",1,1,0,0
"Lima","Mujer",21,"Alta",0,1,1,1
"Lima","Mujer",59,"Alta",0,1,0,1
"Lima","Mujer",27,"Alta",1,1,0,0
"Lima","Mujer",57,"Alta",0,1,0,0
"Ica","Mujer",35,"Alta",1,0,0,0
"Ica","Mujer",50,"Media",0,1,0,0
"Ica","Mujer",45,"Baja",0,NA,1,NA
"Ica","Mujer",42,"Media",0,0,1,1
"Ica","Mujer",66,"Baja",0,0,0,0
"Ica","Mujer",26,"Alta",0,0,0,0
"Ica","Mujer",27,"Alta",0,0,1,0
"Ica","Mujer",29,"Media",0,0,0,0
"Ica","Mujer",29,"Media",1,1,0,0
"Ica","Mujer",36,"Baja",1,1,NA,0
"Ica","Mujer",84,"Baja",0,1,0,0
"Ica","Mujer",27,"Alta",1,1,0,0
"Ica","Mujer",73,"Baja",0,1,0,1
"Ica","Mujer",44,"Media",0,1,1,1
"Ica","Mujer",37,"Alta",0,1,1,0
"Ica","Mujer",30,"Alta",1,1,1,0
"Ica","Mujer",50,"Media",1,1,0,1
"Ica","Mujer",27,"Media",0,1,0,0
"Ica","Mujer",44,"Media",1,1,1,1
"Ica","Mujer",21,"Alta",1,1,0,1
"Ica","Mujer",39,"Media",0,0,0,1
"Ica","Mujer",39,"Media",1,1,0,0
"Ica","Mujer",69,"Media",0,0,0,0
"Ica","Mujer",48,"Baja",0,1,0,0
"Ica","Mujer",32,"Media",0,1,0,1
"Ica","Mujer",27,"Alta",0,1,0,1
"Ica","Mujer",72,"Media",1,1,0,0
"Piura","Mujer",29,"Alta",1,1,0,0
"Piura","Mujer",21,"Alta",0,0,0,0
"Piura","Mujer",39,"Alta",1,0,0,0
"Piura","Mujer",44,"Baja",0,1,0,0
"Piura","Mujer",52,"Alta",0,1,0,0
"Piura","Mujer",67,"Alta",0,0,1,1
"Huancavelica","Mujer",21,"Media",1,0,0,0
"Huancavelica","Mujer",66,"Baja",0,0,0,0
"Huancavelica","Mujer",22,"Alta",0,0,1,1
"Huancavelica","Mujer",33,"Media",0,0,0,0
"Huancavelica","Mujer",18,"Media",1,0,0,0
"Huancavelica","Mujer",18,"Media",0,0,1,1
"Huancavelica","Mujer",53,"Alta",0,1,0,0
"Huancavelica","Mujer",38,"Alta",1,0,0,1
"Junín","Mujer",30,"Media",0,0,0,0
"Junín","Mujer",82,"Media",1,1,0,0
"Junín","Mujer",18,"Media",0,0,0,0
"Junín","Mujer",20,"Alta",0,1,0,0
"Junín","Mujer",48,"Alta",0,1,0,0
"Junín","Mujer",33,"Alta",0,1,0,0
"Junín","Mujer",27,"Alta",0,0,0,1
"Junín","Mujer",33,"Alta",1,1,0,0
"Junín","Mujer",39,"Alta",0,1,0,0
"Junín","Mujer",19,"Alta",0,1,0,0
"Junín","Mujer",48,"Baja",0,1,0,0
"Junín","Mujer",67,"Baja",1,1,0,0
